negative,Im sick of this lunatic using families like its a parade... Sickening.
negative,Carsten Adsersen.   How incredibly stupid a comment is that? Senior citizens partake in far less murders then people in their 20s.  Does  this mean we don't enforce the law against senior citizens? Liberals are so stupid
positive,A bunch of white American males are responsible for the mass shootings in this country.
negative,"Tony Lamb .org  I HAD A DREAM!   I have had many end times dreams.   In my dreams I saw the destruction of America. America (Babylon) is Entering Judgement.  I saw nuclear weapons going off in most major American cities. I saw two Asteroids hit the earth. One of these Asteroids caused a Tsunami that was several hundred feet high to hit America's East coast. I saw A mega-earthquake on the west coast that caused two other faults to rip wide open causing another massive Tsunami on the West Coast. Then these earthquakes caused several major Volcanoes to erupt. I saw America ripped in half by the New Madrid fault ripping America in half from the Great Lakes down to New Orleans and this was up to hundreds of miles wide at some points.  America's heartland was turned into a great sea between two continents. And yes I saw Yellowstone erupt with a massive eruption. I was above the earth witnessing all this. But then I zoomed down and in close and I saw civil war in America. I saw Americans shooting and bombing other American's. I saw paper money blowing down the street and no one gave it a thought as it was worthless paper.  Everyone was starving and people were eating bugs, bark, leaves and grass as the hunger was so great. I saw people cooking and eating other people. I saw parents cooking and eating their children. I saw parents trading their children for a hand full of rice or beans. Cannibalism was so rampant that no one gave it a thought as it had become common and normal.   What I saw was in the Great Tribulation and I have had several dreams about this time to come. And my impression was this is NOT off in our distant future but was our near present time. I saw much, much more! The focus was America as America has sinned the most and drug or forced other nations into her abominations. But no part of the earth was spared, every nation, every island, every people, everywhere was touched by this Great Tribulation.  God has reached his limit for tolerating sin. So NOW God acts. The Holy Spirit came to me in a dream and hovered above my bed and spoke 4 words to me. ""AMERICA IS ENTERING JUDGEMENT'. I prayed, I cried and I sobbed, I cried so hard because I knew what was to come.   A great deception will soon manifest and the whole world will be mesmerized by it. The faithful needs to be aware of this and not fall into this trap because many Christians will be deceived by this.   I believe this will be alien disclouser and the ‘fact’ proposed by the media that aliens seeded life on this planet and ‘they’ are here to help mankind. These ‘aliens’ are demons straight from hell and they are NOT here to help mankind but to deceive us.  I saw Fallen Angels walking the earth destroying everything and everyone before them and no weapon could harm them.   REVELATION 9: 14 & 15 14 SAYING TO THE SIXTH ANGEL WHICH HAD THE TRUMPET, LOOSE THE FOUR ANGELS WHICH WERE BOUND IN THE GREAT RIVER EUPHRATES.  15 AND THE FOUR ANGELS WERE LOOSED, WHICH WERE PREPARED FOR AN HOUR, AND A DAY, AND A MONTH, AND A YEAR, FOR TO SLAY THE THIRD PART OF MEN.  This scripture says 4 Fallen Angels will be released upon the earth and will kill a third (1/3) of mankind. (I was shown this verse after my Fallen Angel dream.)  Also a Great Shaking is coming to America soon. I do not know what form this will take, economic collapse, war, Asteroid strike, Earthquake, Super Volcano, Tsunami something big IS COMING. And when it gets here every person in America will be shaken to their very core.  ALSO I know the Rapture is very soon also. I don't know when this will come in relationship to these other events, before, during or after these other events BUT IT IS COMING AND SOON.  So pray, look up for your redemption draweth nigh. BUT we who are faithful in Jesus Christ will be raptured out of here and WE WILL NOT BE HERE for the Tribulation.  God Bless you, and God keep you and yours.   www.tonylamb .org  Your Watchman on the Wall For Jesus Christ. Tony Lamb"
positive,"-Linda  Reese  Walston  ,   It  will  be  a  great  day  when  the  Wall  is  complete  .   Sorry  you  are  having   so  much   lip  service   over  this .   Anyone  that  has  a  LOVE  for  America  ,  would  see  that  it  is   necessary   for  protection    from   the  unwanted   Illegals   and   drugs"
positive,All the mass shootings I believe have been committed by white Americans.
negative,Until Prisons are safe of Drugs and Crime then we should support a Wall.  A National Emergency should have been when School Kids were Slaughtered by White men with AR's.. Let that sink in Chump..
negative,AND THEN SHOOT TO KILL ANY ONE TRYING TO JUMP OVER
negative,"Protect us from Russia then jerk. And btw without illegals, you would never have any of your wife's or people cleaning your hotels and resorts idiot"
neutral,Ginny Johnson  👏👏👏
negative,What about the natives born terrorists who kill our children and families on a daily basis?
negative,"Tear down the doors of any politicuan who is against the wall, year down THEIIR fences, throw away THEIRr keys to their cars, pitch tents in THEIR backyards and invite any illegal to squat there and see how THAT suits them...and by the way, take THEIR guns and tie the hands of the police that  protect them, then see what kind of tune THEY sing then!"
positive,Geez--of course sympathy to him and I am sorry to see drumf use you for a photo-op
positive,"JOKE  An Englishman, and Mexican cartell,  and Osama Bin Laden were all in the desert when a genie appeared and said he'll grant each a wish. The Mexican cartell went first and asked the genie if he would make the land in Mexico fertile so the dope crops could flourish, and there would never be famine. With a flash the wish was granted and Mexico forever fertile. Osama Bin Laden was next and he wished for a wall surrounding all the muslim countries so no western ways could corrupt the perfect muslim way of life, and with a flash there was the wall all around the muslim countries. Next was the Englishman, he looked at the genie and said, please tell me more about this wall, so the genie said its 5000ft tall and 100ft thick nothing can get in or out, so whats your wish? The Englishman pulled out a cigar, lit it and said, FILL THAT WALL WITH WATER!"
negative,"That’s ok with the 💩 on the left . Kill babies unborn and already born , but don’t a animal that was convicted of murder. This is Democratic Party, ok but don’t bother the 💩 that comes across our borders."
negative,"Here in Germany we have thousands illegal migrants... Its not nice, because every day you can read, that resident people killed by knife - attacks. Its Not a Problem to come to Germany from Africa or middleeast states without your papers. Its a disaster. If i have the Chance to live in the United States, i will take it! God bless America!🇺🇸🇺🇸🇺🇸"
negative,who killed those FIVE people in Aurora and FIVE in rural Texas ? Don't they count?
negative,https://mediaassets.abcactionnews.com/photo/2018/02/16/wptv-parkland-victims-tease_1518799799536_78153451_ver1.0_640_480.jpg
neutral,yup
negative,"Photo of Florida School Shooting Victims, killed by a homegrown terrorist.  https://mediaassets.abcactionnews.com/photo/2018/02/16/wptv-parkland-victims-tease_1518799799536_78153451_ver1.0_640_480.jpgmediaassets.abcactionnews.commediaassets.abcactionnews.com"
negative,What about all the white American males that have killed 100s of innocents people including young children with assault rifles? Yet 45 hasn’t done crap to implement common sense gun laws. He’d rather feed you this BS.
negative,"Justice for Dominic Durden, Jamiel ""Jas"" Shaw II, Joshua Wilkerson, Ronil Singh, Sandra Duran, Kathryn Steinle, Nisa Mickens, Kayla Cuevas and all who were killed by illegal immigrant criminals. #EndSanctuaryCities #Buildthewall"
negative,I have more problems that would make people like you scream mama. But I' m a disabled vet who gave an oath to protect my country when only 18 and 40 years later that oath is as strong as then. You want to talk about money that could be used instand of a wall. Then lets take your money and pay for all the death cause by the illegals and for all the pain. Want about the over Crowded schools the medical thats payed for by the american tax payers. And don't forget the money that's payed out for the useless democrats in washington. Get some commen sence. Yours truly a real american and not some wimpy candy assed powerpuff snowflake fake american. 🤠🇺🇸😘.
negative,"""Against that backdrop, it was Assembly Speaker Anthony Rendon (D-Lakewood) and former state Senate leader Kevin de León who first began to chart the state’s course in confronting Washington, releasing a joint statement the day after the 2016 presidential election declaring California the new “keeper of the nation’s future.”  If CA is indicative of the ""nations future"" the USA is doomed. President Trump is astute to this snd trying to stop it.   newsom is a weak, naive, puppet for the ""anchor baby politicians in CA, who are favoring ILLEGALS over US CITIZENS. I hope the Feds cut off $$ to CA, it's the only hope to stop the insanity.   http://enewspaper.latimes.com/infinity/article_share.aspx?guid=97518f04-32d5-446a-b4fe-54e87a09a237"
negative,I would be on the border with an AR and lots of ammo...when as Americans are we going to stop this crap...
negative,Every death of an American by an illegal immigrant is on the hands of the Democrats.  The truly sad part is that they don't care.
negative,"The sick idiots who are laugh reacting this post are the problem. Let's exchange them for legal immigrants. Give the immigrants all of their possessions, jobs, and money and send them to a shiihole counrty of their choosing."
neutral,"2/3rds of illegals came here legally and overstayed their visas,  how's a wall going to prevent that ?"
negative,"Build that wall !! How do nuts like Nancy & Chuck have so much power that they can and DO stop America from being safe ?? And this Nancy woman lectures us about walls being immoral ??? She is a very sick person. Build that wall PLEASE ! I have kids, I want a country that still functions for them too !"
negative,"Too bad we can’t trade all these families loved ones who are killed by illegals with family members of these democratic fucks. Hopefully these democratic fuckers lose their family members to illegals. Then maybe they’ll see why we need security. But I bet that AOC cunt could have her whole family raped, tortured, and killed by illegals and she would still be like being them all in!!!"
negative,"Laura Calderwood hated the sound of her daughter's name — Mollie Tibbetts — coming from Pres. Trump's mouth as he sought to use her death to drum up anti-immigrant sentiment.  Laura is living her rebuttal: She has taken in a teen named Ulises, the son of 2 immigrants who were forced to flee the community when an anti-immigrant backlash drove out many who worked at the same farm as Mollie’s alleged killer."
negative,"the troops hate you sir....... war veterans from ""shithole"" countries hate you, people that do not look like you hate you, NEW YORKERS, YOUR HOMETOWN, HATE YOU,... sir, QUIT THE FEAR MONGERING....... WE HATE IT AND YOU........YOUR POLICIES STOP THE DIVISION we are tired and hate you for it.   your stupid comments regarding immigration and that stupid wall WE HATE IT....AND YOU.... That wall will be used as a bathrooml it will be either jumped vandalised or urintated on.. A WASTE OF MONEY WE HATE IT AND YOU.. $8 billion to me sounds like you want to fatten your pockets..the country is not stupid and you will be investigated. oh how is it possible that Amazon and netflix pay $0 on tax..we hate it and you..and the poor pay taxes and get the smallest returns in years... THERE ARE HOMELES AND JOBLESS TROOPS WHO ARE STRUGGLING FINANCIALLY AND SPIRITUALLY WE HATE IT AND YOU... SIR YOU ARE NOT THE BEST PERSON.. YOU DO NOT REPRESENT ME NOR MY PEOPLE WHICH YOU CLAIM ARE DANGEROUS.. BUT WE ARE THE SAME ONES THAT GO OVERSEAS AND AND PUT IN WARZONES.... REMEMBER YOU NEVER JOINED AND YOU HAVE NOOOOOOO CLUE WHAT WE GO THRU SAINCE YOU BORN WITH A SILVER SPOON UP YOUR ....., we hate you we dint want you in office and i have never seen this country so divided... why because we hate you!!! PLEASE RESIGN  I PROMISE THIS COUNTRY WOULD BE HAPPIER..  BY THE WAY YOUR WIVES ARE IMMIGRANT ..SPEAKING OF YOUR WIFE.. SHE HATES YOU TOO....OH.. THE ENTIRE BORDER OF CANANDA IS WIDE OPEN TOO..... DONT BE SO FOOLISH TO THINK WE ARE FALLING ON THIS STUPID IDEA THAT BROWN PEOPLE ARE INVADING THIS COUNTRY.... WE NEED MONEY FOR FREE EDUCATION, FEEE MEDICAL CARE..AND NO THATS NOT SOCIALISM THATS CALLED A BASIC HUMAN NEED WE HAVE TO PAY FOR...LIKE WATER!!!!!... we hate you sir.   QUIT LYING THERES NO NATIONAL EMERGENCY.... ITS ONLY AFFECTING YOUR DAMN EGO.."
negative,White citizens shoot up schools all the time. Time to kick the whites out and back to england!
negative,The vast majority of illegal immigrants that cross the southern border enter this country do so in cars through ports of entries how is the wall going to stop them?
negative,"Jason O'neal  A lot just cross the desert, usually the really bad ones with records too"
negative,Paulo Americo Rocha very few attempt crossing the desert it is a very long and arduous Journey through train that most of the year will kill you from dehydration in less than a day.  I assure you it is much easier and more common for someone to hop in the trunk of a car then it is to cross the Sonoran Desert.
negative,So now he supports 45? Last year he told 45 to stop using his daughter as excuse to be a shitty person. SMH all you ignorant asses kiss my round black ass. What do we build for all the white boys shooting up schools and bars? More privileged institutions to continue to protect their futures? Keep Amerikkka great.
negative,How many have been killed by white right wing terrorists?
negative,So when white guys with guns walk into s school a shoot our kids by the dozens .. that’s a not a problem but singular murders.... that’s a national emergency?
negative,"Trump hires undocumented workers? Just five of the 565 companies in President Trump’s business empire are signed up to use E-Verify, the government’s best tool to weed illegal immigrants out of the workforce, according to a Washington Times analysis that suggests the president could personally be doing more on that front. Mr. Trump’s golf courses in Charlotte, Los Angeles and Miami, his hotel in Washington, D.C., and a hotel he operated in New York are signed up. But his marquee Mar-a-Lago resort in Florida is not signed up, nor are his golf courses in Virginia, Philadelphia or Bedminster, New Jersey — where, The New York Times reported Thursday, some illegal immigrants have been working for years. One of them, Victorina Morales, a Guatemalan woman who jumped the border in 1999, has been at the Trump National Golf Club in Bedminster for more than five years, making Mr. Trump’s bed, cleaning his toilet and dusting his golf trophies, the newspaper reported."
negative,"Do you think we're STUPID, Trump?!! We ALL know that you inly ean your second attempt at becoming POTUS on the wall only AFTER your FIRST attempt at running on Obama's birth certificate failed MISERABLY!!!! You don't care about who's here legally or not, or even who was born here or not, you are just doing all you can to prevent/stop the possibility of any more people of color running for POTUS!!!!!"
negative,Some of you are just missing the whole point of the fact illegal means illegal no matter if they are killers or sweet little old ladies...ILLEGAL means they are not supposed to be here without going through the immigration laws and procedures...smh
negative,why build a wall that can be tunneled under . makes no sense to me...
positive,"ohh Jesús still in the mood ,,Us and Them,,. Like they are subhumans. Even if some of Them are responsable for terorist atacks like in Paris 2015 ,Madrid 2003 or London 2005 we Europeans still living in relative peace with Them. Them = ilegal imigrants as u  name them. And we have Shenghen space=free Borders between countries."
negative,A Republican killed my co-worker. Deport them all.
neutral,Shame is not in thier vocabulary. I support the wall all the way.
negative,You guys raped the Mexicans along time ago REMEMBER
negative,Trump needs tofuck off   hes a self serving bastard
negative,Sorry for you loss. Illegals should be deported immediately.
negative,"Build the wall then dig a mote next to it so that they can’t dig under it , then use the dirt and build another hill."
negative,"The Great Hoax of Open border (ILLEGAL) Immigration Policies will be exposed by history as one of the most evil and corrupt actions by our Capitalist Political Establishment. It benefits those with capital who want to employ cheap labor. Our middle-class and low income disproportionately suffer the ill effects and social burden of this sick self serving policy. That’s assuming all illegal immigrants we welcome here aren’t criminals but just good people appreciative of the opportunity to bare racial and economic discrimination for the many opportunities USA provides. Criminals, Gangs, Terrorists, Social misfits and Powerful Transnational Crime Organizations are able to exploit this horrible policy to our detriment, again overwhelmingly disproportionately affecting the middle class and poor. The people who all these lying politicians have been saying for decades they care about and work for. POTUS Trump is working to force common sense immigration reform because he truly does care about Americans and our country. Controlling our borders is essential and the easiest place for him to begin this reform. 🇺🇸🇺🇸🇺🇸"
negative,"A wall is not going to stop immigrants all together!!  Let's change the laws.  No more welfare assistance, for the ones that are already here (legally and illegally) are abusing the system by having children and depending on the taxpayer to cover for their children upbringing.  Let's use technology to check all tractor trailers crossing the border full of immigrants like thermal imaging cameras, let's put some device to prevent anyone from digging tunnels.  All the immigrant already in this country, MUST SPEAK THE ENGLISH LANGUAGE, otherwise send them back, THEY MUST PAY TAXES, but most of all, THE IMMIGRANTS WHO ARE INVOLVED IN CRIMINAL ACTS MUST BE DEPORTED TO THE AUTHORITIES IN THEIR COUNTRY!!  Even the immigrants criminals are being supported at the expense of taxpayer."
negative,"The wall is a way to nip it in the bud. If stopped at the border, the pos liberal democrat so called leaders of ours can't have a chance to give them our tax dollars. No illegal deserves the first free thing from the American government. That's just the most obvious reason. There are several."
negative,Build The Wall Mandatory E-verify Pass RAISE NumbersUSA.com
negative,"White ppl being brainwashed are killing ppl in churches, movie theaters, concerts, and schools but are getting away with it because they’re white 🤷🏻‍♀️"
negative,"Protecting Americans when u r threatening to release 800 isis fighters? So our children (not yours of course) fought and died for what? And those left To live and fight these guys again?  “ISIS-controlled territory is shrinking in Syria, and President Trump is declaring a military victory over the terrorist group. But there is another front growing in West Africa."
negative,we need the wall built it is a disgrace to the United States of America what has happened to the Democratic party they have destroyed their selves they are hypocrites and Liars the truth is coming out they tried to overthrow our government
neutral,Build the Wall! Enought is enought.
negative,Illegals killing our people is only a very small majority why don't you people look at the facts
negative,This illegal should be hung !
negative,"NOT ONLY DO WE NEED THAT WALL, WE ALSO NEED TO ROUND UP ALL ILLEGALS AND SHIP THEIR ASS'S BACK TO WHERE THEY CAME FROM🇺🇸🇺🇸"
neutral,"Margo Smith wow, really? You have fake profile.  Why hiding.  If you say something stand by your words."
neutral,Those white inner city shootings in Chicago are out of control
negative,Margo Smith really?  Where do you get that information?  Did you know 50% of the violent crime in America is committed by 13% of the population.  That 13% ain't white.
neutral,Zdenka Udovicic  what is the problem with my statement? It is a fact followed by an ironic question. Maybe your English isn’t good enough to understand the point of what I wrote?
negative,This is a shame that we have lost any brother or family member! Politicians it will come to you some day more especially you corrupt shits that call yourself our representatives of the people!I call bullshit! When and if it does I do not want to hear one word of grief nor television media about it! Just live with it and move on because the Immigrants are not the problem! YOU POLITICIANS ARE THE WHOLE PROBLEM!  Build the damn wall Trump!
negative,"Mass shootings by domestic white male terrorists is the National Emergency in this country, but it's all crickets from  the Orange Turd and his ignorant gullible supporters."
negative,What about families killed in shootings by white unstable Americans don’t see u doing anything about that
positive,Baci Trump Drw83 God Bles Jam Duke Then 35 Here Decret Congratulations Great Republic Of Baci Albania Drw83 God Bles Jam Duke Then 35 Here Decret Support Protect And Congratulations Great Republic Of Baci America Drw83 Jam Duke 35 O UAD With Original Adn UAD 02.04.1983 We Replace each Other But I Put Wall Into Kolashin Kopavnik Merdare 35 Cilometres More Inside From Serbia Into Corners Presheva Bujanofc Metvega Till In Red Rug Tart Apple Pom And I With Draw Not Legitimys Actually Forces Serbians Into Presheva Bujanofc Metvega And Others  And How you Cold This Treangle Treanglo No no bre Bifore How you say Sangjak Afte Discover vuqic Only Speak Serbe Serbe Jedinice Do mbulucice Do Qeku Cicero EskipOk Did You Have Alb People Yes VeryMuch And Wat is this Word Presidentata And What this Wear no Wore back But From Greece And Baci Alksis Cipras Eskip Do Vesh Do Cipri Eskip Taip Erduan Ajde Turk yrynde  Back Albanians Toplicyrnde  And Others
positive,FINISH THE WALL WITH ELECTRIC THROUGH IT FOR SURE AND THE BEST DETECTORS  THAT IS MADE IN AMERICA ALL THE MATERIALS SHOULD BE. PRESIDENT TRUMP IS THE BESTLEADER NOT ONLY IN AMERICA AND COUNTRIES AROUD THE WORLD ADMIRE YOU SIR AND PEOPLE AROUND THE WORLD ARE WAKING UP. I WISH ALL AMERICANS WILL DO THE SAME WAY.
positive,"What about white citizens in South Africa.. stuff here is getting outta hand with all the farm murders.. it's being kept away from the news etc.. please, is there a way for amnesty.. I've worked on Carnival Cruise lines for almost a decade and would love to live in the US.. People are so kind over there"
negative,What about gun laws asshole
neutral,Trump is a scottish rite freemason and member of the kkk
negative,"Most of them are CRIMINALS,  so sorry for your loss!"
negative,Create an executive order that all democrats have to tear down the walls around their homes and must accommodate illegal immigrants.
positive,"I’ll bet that Nobel Prize will look great on the mantle under the stuffed elephant head, next to the economy bucket from KFC."
negative,You are a disgrace to the human species.
negative,"And a young white male killed all the Kids in Parkland High School.....what is your point????? Do we do a BIBLICAL CLEANSING"" and neutralize  all young white males of a certain age bracket???? See how silly this is??????????"
positive,You retards are making this orange sack of cum think he's the best president ever . . Stop it !
negative,Stu Brierley Hey brit! Men like this saved your worthless ass in WW2!
positive,Walls do work.  I'm amazed at the number who object but have big walls and security features surrounding their own property.  Bunch of hypocrites!!!!!
negative,Ohh I am so sorry I am just 💓 broken and angry to keep hearing about these stories of families that are horribly hurt and affected by the awful illegals coming into OUR country.... BUILD THE WALL ... keep them OUT 😥
negative,Deport all Americans you must be including yourself then
negative,my heart go out to you but how did the Illegal immigrants get in the country I bet it was at the point of entrance
neutral,Wall not fence
positive,"I would love to see a program like 60 minutes take a camera crew to the towns along the Mexican, US Border and hold town meetings to get the residents opinions about the wall, screw all these people who live far enough from the Border that their not really effected !"
neutral,https://www.kveller.com/wp-content/uploads/2017/12/Screen-Shot-2017-12-14-at-2.26.44-PM-1200x734.png
negative,"Having illegal immigrants in our country has gone long enough. We’ve lost a lot of good Americans because these dirty/filthy illegal immigrants that wants to damned this great nation of freedom, but we’ll not go down without a FIGHT!"
negative,"An illegal from El Salvador murdered my cousin, Destiny Tolodxi.   WE WANT THE WALL.   THAT IS DESTINY's WALL!!"
negative,This only helps to spread fear and hate amoung ignorants.
negative,This also could be a White american (criminal) Who drunk to much! We are living on the same planet and are the same species.
neutral,Immigrants can use ladders!
negative,"Dems seems to forget about all the people affected by illegal immigrants. From murders, robberies, illegal driving to identify theft and all the companies who pay illegal immigrants under the table to avoid paying taxes. These people who come in illegally cost the US billions of dollars.  But dems would rather let them in to illegally vote in elections.  We need to be safe!  Walls work!"
negative,So because most shooters are male and white - all white men on round the clock surveillance and barred from ownig weapons then? A white man strangled his whole family here in Colorado and there’s much more problem with American terrorists then illegal ones.
negative,"trump's uneducated, low-IQ base is triggered by stories like this that ignore the facts. Illegal immigrants commit crimes at lower rates than native-born Americans, and a wall would do nothing to stop the flow of illegal drugs. There is no ""crisis"" at the border. Illegal crossings are at historic lows."
negative,Mr. Trump! destroy the deep state and build the wall!
negative,NO FACILITIES...BUS THEM HOME!
negative,No more murdered Americans
negative,Why this dude head remind me of a thick booty bitch lol
neutral,you are brainwashed
negative,They are illegal aliens
neutral,Build the Wall!!!!! Hurry
negative,wait till one of them have a wreck into nancy or chucks family
neutral,now if it was a demovrat president no one would say anything if he wanted a wall  they would all agree but since its a republician pres its a different story
negative,An illegal alien killed my niece.
negative,"I pray that all you folks that support these idiots that are fighting Trump on The Wall never have to feel the horror of losing a child or any family member to violence or drugs brought here by these illegals, because if you did you would feel different!!!"
positive,An immigrant saved my brother from being robbed
positive,"PENTAGON ILLUMINATI...!!! Are you interested in joining the great illuminati, here is a life transforming opportunity into the world of the riches, power and fame... contact us via email; (pentagonilluminati@gmail.com) you can also reach us via whatsApp; +1 (870) 729-1487 and say yes to your dream..."
neutral,Why do they have fiveheads?
neutral,And electrify it.
negative,"They haven't only killed but raped pillaged and plundered their way across America. Sure there are some decent ones. But when a child of illegal parents tell me this is their country and it doesn't belong to me or any American my blood boils. That they have the right to be here. Its their country, just taking it back from us. How would you feel. Shut the border down and put sanctions on mexico they will pay for the wall to be built. No trade in or out. No one in or out, No money going to their banks and confiscate those dollars. That would more than pay for the wall. in 2017 they sent 56 billion back to Mexico. Don't you think its time we got some of our tax dollars back?"
negative,Too bad it wasn’t one of theirs.
negative,You're all brainwashed slaves
positive,"This is the Real National Emergency! At the very least, we need better Federal Background Checks! https://www.cbsnews.com/live-news/active-shooter-aurora-illinois-shooting-manufacturing-company-today-2019-02-15-live-updates/?ftag=CNM-00-10aab6a&linkId=63686261"
negative,Even one death is to many !🇺🇸
negative,Including all the gun deaths that are created by Americans like in Illinois yesterday?
negative,"American people will receive a smaller refund this year after filing their income tax returns. The Republican/Trump tax cuts is a big scam that only benefits the rich. That's all Paul Ryan wanted; he got it and ran away.    “Lower tax refunds might hurt the economy. If Americans are getting less money back, that might mean they're going to spend less of their refund.” - Jordan Valinsky  Your (small) refunds will be delayed thanks to President Donald Trump’s shutdown.  ""I DIDN’T NEED TO DO THIS."" - Donald Trump as he declares a national emergency taking billions of dollars away from our Veterans, and leaving for Florida for the weekend to PLAY GOLF.  “Trump biographer Craig Unger detailed Saturday morning the links between the president’s ties to the Russian mob and the silence of his former campaign manager Paul Manafort. Unger, author of House of Trump, House of Putin, explained on MSNBC’s AM Joy that unlike the Italian mafia, Russia mobsters report to Vladimir Putin — essentially making them “state actors” for the Kremlin. “I found 13 people who have had been in Trump Tower, associated with the Russian mafia,” the author explained, adding that the organized criminals “on and off for 35 years” used the president’s flagship Manhattan building “as a base of operations.” When Donald Trump “over expanded” in Atlantic City and went bankrupt to the tune of $4 billion, “Russian money played a huge, huge role” in his financial bounce-back.” – Noor Al-Sibai  JOIN THE GENERAL STRIKE APRIL 15, 2019. PROTEST THE ILLEGITIMATE CORRUPT CRUEL TRUMP ADMINISTRATION.  EVENT: GENERAL STRIKE TO REMOVE TRUMP FROM OFFICE.  WHEN: APRIL 15, 2019.  TIME: 12:00 AM TO 11:59 PM.  WHERE: THE STREETS AND HIGHWAYS ALL OVER THE UNITED STATES OF AMERICA."
positive,Luis  López Good luck with that! Smh
negative,2020 Trump & BEYOND. Enough with all the illegal invaders build the wall and send all them back......
negative,"Shameful.exploitation of family pain. Now multiply that pain by the hundreds that have been killed in mass shootings by white males. Guess we should expell all young white males for these terrible crimes. Sounds stupid, doesn't it?"
neutral,Jail2020
positive,Build the wall!! Save our children
neutral,Wait til Melania Trump says she was sexually abused by Donald Trump and his SUPPORTERS will chant lock her up...lock her up... And his Crowd is Cheering him on!!!!😳
negative,"So very, very sad. Its like the death wasn""t worse enough you then ADD to it by knowing that petson wasn't even suppossed to be here!! Buiild and fimish the wall! Enough drugs, illegals. Crime and disease already!"
neutral,Electrify the wall
negative,"A illegal immigrant killed my friend georgia, he kidnapped her, beat her, raped her and then murdered her and sadly a few other women too before they could find him and take him down."
neutral,Screw trump
neutral,IF NO WALL NOTHING WILL MATTER!
negative,"🐷""An illegal immigrant...""😂😂😂👉🐽"
negative,Build The Wall. Deport Them All!
positive,Secure the border now!
negative,Build the wall nd less crime
negative,Glad all your kids got killed by illegals. You fucking liars.
negative,"Alfonso Rico, you suck your fathers cock don't you."
negative,Alfonso Rico is a father fucker
neutral,Deportation works better
neutral,Need to execute illegals!!!
negative,BUILD THAT WALL. HOW MANY MORE HAVE TO DIE?
neutral,Call your senator and have them pass (S.939 - EL CHAPO Act) NOW This is how we can fund the wall  https://www.congress.gov/bill/115th-congress/senate-bill/939/text
negative,"So sorry for the loss of   beautiful daughter ,I hope you got to shoot the bastard that did it . we need a law to hunt them and paid for their scalp ."
negative,illegal killers
neutral,We must 6ft under illegals
negative,DONALD TRUMP BITCH
negative,"Liar, Liar pants on fire!!!"
negative,American people kill people too...
neutral,Build that fence! Build that fence!
negative,👏👏 👏 I'd put gun turrets on it
negative,"Do not use the same emotional appeal bullshit the liberals use to further your agenda!   Focus on the financial cost of illegal immigration, the burden that dependence places on the taxpayer, and the insidious tactics the democrats want to use them for to change our nation into a COMMIE SHITHOLE!!"
negative,We need to arm up and shoot on sight
negative,Illegal ALIEN; not immigrant.
neutral,Treating immigrants as ET!
negative,No more illegals should step foot into our country
negative,"Spai, you are no match for the Mexican cartels, dumbass"
positive,"Finally, after decades of empty promises, a President with a backbone that will build the wall. God put Trump in the White House🙏🏼🇺🇸❤️     We are with you-God speed 😇#Trump2020 🇺🇸🇺🇸"
negative,"Worley Michael and the US has cameras, drones, barb wire, and motion sensors what's your point moron??"
negative,Dawn Joseph-Hernandez not the point idiot illegal why cant you idiots understand illegal is against the law
negative,so is killing people. its not a national emergency! use common sense please!
negative,and to respond to Jay Lytle! you are illegal!!! you live on stolen lands from true americans that are struggling on reservations now! Wake up!
negative,Mexico has ladders you fucking orange moron.
negative,Whilst all those parents with kids killed by a lunatic American with a gun get zero justice.
negative,You fool. One day you know it.
negative,"REASONS SOCIALIST DEMOCRATS DON’T UNDERSTAND IF YOU CROSS THE NORTH KOREAN BORDER ILLEGALLY YOU GET 12 YEARS HARD LABOR.  IF YOU CROSS THE IRANIAN BORDER ILLEGALLY YOU ARE DETAINED INDEFINITELY.  IF YOU CROSS THE AFGHAN BORDER ILLEGALLY, YOU GET SHOT.  IF YOU CROSS THE SAUDI ARABIAN BORDER  ILLEGALLY YOU WILL BE JAILED. IF YOU CROSS THE CHINESE BORDER  ILLEGALLY YOU MAY NEVER BE HEARD FROM AGAIN. IF YOU CROSS THE VENEZUELAN BORDER  ILLEGALLY YOU WILL BE BRANDED A SPY AND YOUR FATE WILL BE SEALED.  IF YOU CROSS THE CUBAN BORDER ILLEGALLY YOU WILL BE THROWN INTO POLITICAL PRISON TO ROT. PRESIDENT Donald Trump BUILD THE WALL “IT WORKS”."
positive,"Reduce guns and USA would become safer very quickly. But sure, the Mexicans cleaning dishes and preparing food are a huge threat"
negative,"Also needs to be a crime to hire,medical treat through government funding, welfare for illegals are a crime. Deport themselves and a charge to country of origin for any incarceration or money spent and if not our boarders will close to said country by default of over 30% abuse till payed in full"
negative,because he was killed by a illegal alien does not make him special cause pet capita more nin illegals kill then illegal. you guys are just pawns of trump. he didnt give a hoot who died in cgarkittville..but if it's an illegal alien he uses it for his agency. he sargued nothing a tear after parkland but that would not mean anything to his base Wake up
